"name","type","class","exported","generic","args","package","priority","Rversion"
"addterm.survreg","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"anova.loglm","closure","function","TRUE","FALSE","(object, ..., test = c(""Chisq"", ""chisq"", ""LR"")) ","MASS","recommended","1.6.1"
"anova.negbin","closure","function","TRUE","FALSE","(object, ..., test = ""Chisq"") ","MASS","recommended","1.6.1"
"area","closure","function","TRUE","FALSE","(f, a, b, ..., fa = f(a, ...), fb = f(b, ...), limit = 10,     eps = 1e-05) ","MASS","recommended","1.6.1"
"as.character.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"as.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"bandwidth.nrd","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"bcv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","1.6.1"
"biplot.bdr","closure","function","TRUE","FALSE","(obs, bivars, col, cex = rep(par(""cex""), 2), olab = NULL,     vlab = NULL, xlim = NULL, ylim = NULL, ...) ","MASS","recommended","1.6.1"
"biplot.correspondence","closure","function","TRUE","FALSE","(obj, type = c(""symmetric"", ""rows"", ""columns""), ...) ","MASS","recommended","1.6.1"
"boxcox","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"boxcox.default","closure","function","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","recommended","1.6.1"
"boxcox.formula","closure","function","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","recommended","1.6.1"
"boxcox.lm","closure","function","TRUE","FALSE","(object, lambda = seq(-2, 2, 1/10), plotit = length(dev.list()) >     0, interp = (plotit && (m < 100)), eps = 1/50, xlab = ""lambda"",     ylab = ""log-Likelihood"", ...) ","MASS","recommended","1.6.1"
"coef.fitdistr","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"coef.lda","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"coef.loglm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"con2tr","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","1.6.1"
"confint","closure","function","TRUE","FALSE","(object, parm, level = 0.95, ...) ","MASS","recommended","1.6.1"
"confint.glm","closure","function","TRUE","FALSE","(object, parm, level = 0.95, trace = FALSE, ...) ","MASS","recommended","1.6.1"
"confint.lm","closure","function","TRUE","FALSE","(object, parm, level = 0.95, ...) ","MASS","recommended","1.6.1"
"confint.nls","closure","function","TRUE","FALSE","(object, parm = seq(along = pnames), level = 0.95, ...) ","MASS","recommended","1.6.1"
"confint.profile.glm","closure","function","TRUE","FALSE","(object, parm = seq(along = pnames), level = 0.95, ...) ","MASS","recommended","1.6.1"
"confint.profile.nls","closure","function","TRUE","FALSE","(object, parm = seq(along = pnames), level = 0.95, ...) ","MASS","recommended","1.6.1"
"contr.sdif","closure","function","TRUE","FALSE","(n, contrasts = TRUE) ","MASS","recommended","1.6.1"
"corresp","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"corresp.crosstabs","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"corresp.data.frame","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"corresp.default","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"corresp.factor","closure","function","TRUE","FALSE","(x, y, ...) ","MASS","recommended","1.6.1"
"corresp.formula","closure","function","TRUE","FALSE","(formula, data = parent.frame(), ...) ","MASS","recommended","1.6.1"
"corresp.matrix","closure","function","TRUE","FALSE","(x, nf = 1, ...) ","MASS","recommended","1.6.1"
"cov.trob","closure","function","TRUE","FALSE","(x, wt = rep(1, n), cor = FALSE, center = TRUE, nu = 5,     maxit = 25, tol = 0.01) ","MASS","recommended","1.6.1"
"denumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"denumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"dose.p","closure","function","TRUE","FALSE","(obj, cf = 1:2, p = 0.5) ","MASS","recommended","1.6.1"
"dropterm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"dropterm.default","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq""),     k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","recommended","1.6.1"
"dropterm.glm","closure","function","TRUE","FALSE","(object, scope, scale = 0, test = c(""none"", ""Chisq"",     ""F""), k = 2, sorted = FALSE, trace = FALSE, ...) ","MASS","recommended","1.6.1"
"dropterm.lm","closure","function","TRUE","FALSE","(object, scope = drop.scope(object), scale = 0, test = c(""none"",     ""Chisq"", ""F""), k = 2, sorted = FALSE, ...) ","MASS","recommended","1.6.1"
"dropterm.mlm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"dropterm.negbin","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"dropterm.survreg","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"enlist","closure","function","TRUE","FALSE","(vec) ","MASS","recommended","1.6.1"
"eqscplot","closure","function","TRUE","FALSE","(x, y, ratio = 1, tol = 0.04, uin, xlim = range(x[is.finite(x)]),     ylim = range(y[is.finite(y)]), xlab, ylab, ...) ","MASS","recommended","1.6.1"
"extractAIC.gls","closure","function","TRUE","FALSE","(fit, scale, k = 2, ...) ","MASS","recommended","1.6.1"
"extractAIC.lme","closure","function","TRUE","FALSE","(fit, scale, k = 2, ...) ","MASS","recommended","1.6.1"
"extractAIC.loglm","closure","function","TRUE","FALSE","(fit, scale, k = 2, ...) ","MASS","recommended","1.6.1"
"extractAIC.polr","closure","function","TRUE","FALSE","(fit, scale = 0, k = 2, ...) ","MASS","recommended","1.6.1"
"family.negbin","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"fbeta","closure","function","TRUE","FALSE","(x, alpha, beta) ","MASS","recommended","1.6.1"
"fitdistr","closure","function","TRUE","FALSE","(x, densfun, start, ...) ","MASS","recommended","1.6.1"
"fitted.loglm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"frequency.polygon","closure","function","TRUE","FALSE","(x, nclass = nclass.freq(x), xlab = """", ylab = """", ...) ","MASS","recommended","1.6.1"
"gamma.dispersion","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"gamma.shape","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"gamma.shape.glm","closure","function","TRUE","FALSE","(object, it.lim = 10, eps.max = .Machine$double.eps^0.25,     verbose = FALSE, ...) ","MASS","recommended","1.6.1"
"ginv","closure","function","TRUE","FALSE","(X, tol = sqrt(.Machine$double.eps)) ","MASS","recommended","1.6.1"
"glm.convert","closure","function","TRUE","FALSE","(object) ","MASS","recommended","1.6.1"
"glm.nb","closure","function","TRUE","FALSE","(formula = formula(data), data = parent.frame(), weights,     subset, na.action, start = NULL, etastart = NULL, control = glm.control(...),     method = ""glm.fit"", model = TRUE, x = FALSE, y = TRUE, contrasts = NULL,     ..., init.theta, link = log) ","MASS","recommended","1.6.1"
"glmmPQL","closure","function","TRUE","FALSE","(fixed, random, family, data, correlation, weights,     control, niter = 10, verbose = TRUE, ...) ","MASS","recommended","1.6.1"
"hist.FD","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","1.6.1"
"hist.scott","closure","function","TRUE","FALSE","(x, prob = TRUE, xlab = deparse(substitute(x)), ...) ","MASS","recommended","1.6.1"
"huber","closure","function","TRUE","FALSE","(y, k = 1.5, tol = 1e-06) ","MASS","recommended","1.6.1"
"hubers","closure","function","TRUE","FALSE","(y, k = 1.5, mu, s, initmu = median(y), tol = 1e-06) ","MASS","recommended","1.6.1"
"is.fractions","closure","function","TRUE","FALSE","(f) ","MASS","recommended","1.6.1"
"isoMDS","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, maxit = 50, trace = TRUE,     tol = 0.001) ","MASS","recommended","1.6.1"
"kde2d","closure","function","TRUE","FALSE","(x, y, h, n = 25, lims = c(range(x), range(y))) ","MASS","recommended","1.6.1"
"lda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"lda.data.frame","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"lda.default","closure","function","TRUE","FALSE","(x, grouping, prior = proportions, tol = 1e-04, method = c(""moment"",     ""mle"", ""mve"", ""t""), CV = FALSE, nu = 5, ...) ","MASS","recommended","1.6.1"
"lda.formula","closure","function","TRUE","FALSE","(formula, data = NULL, ..., subset, na.action = na.fail) ","MASS","recommended","1.6.1"
"lda.matrix","closure","function","TRUE","FALSE","(x, grouping, ..., subset, na.action = na.fail) ","MASS","recommended","1.6.1"
"ldahist","closure","function","TRUE","FALSE","(data, g, nbins = 25, h, x0 = -h/1000, breaks, xlim = range(breaks),     ymax = 0, width, type = c(""histogram"", ""density"", ""both""),     sep = (type != ""density""), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","1.6.1"
"lm.gls","closure","function","TRUE","FALSE","(formula, data, W, subset, na.action, inverse = FALSE,     method = ""qr"", model = FALSE, x = FALSE, y = FALSE, contrasts = NULL,     ...) ","MASS","recommended","1.6.1"
"lm.ridge","closure","function","TRUE","FALSE","(formula, data, subset, na.action, lambda = 0, model = FALSE,     x = FALSE, y = FALSE, contrasts = NULL, ...) ","MASS","recommended","1.6.1"
"lmwork","closure","function","TRUE","FALSE","(object) ","MASS","recommended","1.6.1"
"loglm","closure","function","TRUE","FALSE","(formula, data = parent.frame(), subset, na.action,     ...) ","MASS","recommended","1.6.1"
"loglm1","closure","function","TRUE","FALSE","(formula, data, ...) ","MASS","recommended","1.6.1"
"loglm1.data.frame","closure","function","TRUE","FALSE","(formula, data, ...) ","MASS","recommended","1.6.1"
"loglm1.default","closure","function","TRUE","FALSE","(formula, data, start = rep(1, length(data)), fitted = FALSE,     keep.frequencies = fitted, param = TRUE, eps = 1/10, iter = 40,     print = FALSE, ...) ","MASS","recommended","1.6.1"
"loglm1.xtabs","closure","function","TRUE","FALSE","(formula, data, ...) ","MASS","recommended","1.6.1"
"logtrans","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"logtrans.default","closure","function","TRUE","FALSE","(object, ..., alpha = seq(0.5, 6, by = 0.25) - min(y),     plotit = length(dev.list()) > 0, interp = (plotit && (m <         100)), xlab = ""alpha"", ylab = ""log Likelihood"") ","MASS","recommended","1.6.1"
"logtrans.formula","closure","function","TRUE","FALSE","(object, data = NULL, ...) ","MASS","recommended","1.6.1"
"logtrans.lm","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"mca","closure","function","TRUE","FALSE","(df, nf = 2, abbrev = FALSE) ","MASS","recommended","1.6.1"
"model.frame.lda","closure","function","TRUE","FALSE","(formula, data = NULL, na.action = NULL, ...) ","MASS","recommended","1.6.1"
"model.frame.polr","closure","function","TRUE","FALSE","(formula, data, na.action, ...) ","MASS","recommended","1.6.1"
"model.frame.qda","closure","function","TRUE","FALSE","(formula, data = NULL, na.action = NULL, ...) ","MASS","recommended","1.6.1"
"mvrnorm","closure","function","TRUE","FALSE","(n = 1, mu, Sigma, tol = 1e-06, empirical = FALSE) ","MASS","recommended","1.6.1"
"nclass.freq","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"neg.bin","closure","function","TRUE","FALSE","(theta = stop(""theta must be given"")) ","MASS","recommended","1.6.1"
"negative.binomial","closure","function","TRUE","FALSE","(theta = stop(""theta must be specified""), link = ""log"") ","MASS","recommended","1.6.1"
"negexp.SSival","closure","function","TRUE","FALSE","(mCall, data, LHS) ","MASS","recommended","1.6.1"
"pairs.lda","closure","function","TRUE","FALSE","(x, labels = colnames(x), panel = panel.lda, dimen,     abbrev = FALSE, ..., cex = 0.7, type = c(""std"", ""trellis"")) ","MASS","recommended","1.6.1"
"pairs.profile","closure","function","TRUE","FALSE","(x, colours = 2:3, ...) ","MASS","recommended","1.6.1"
"parcoord","closure","function","TRUE","FALSE","(x, col = 1, lty = 1, ...) ","MASS","recommended","1.6.1"
"plot.correspondence","closure","function","TRUE","FALSE","(x, scale = 1, ...) ","MASS","recommended","1.6.1"
"plot.lda","closure","function","TRUE","FALSE","(x, panel = panel.lda, ..., cex = 0.7, dimen, abbrev = FALSE,     xlab = ""LD1"", ylab = ""LD2"") ","MASS","recommended","1.6.1"
"plot.mca","closure","function","TRUE","FALSE","(x, rows = TRUE, col, cex = par(""cex""), ...) ","MASS","recommended","1.6.1"
"plot.profile","closure","function","TRUE","FALSE","(x, nseg, ...) ","MASS","recommended","1.6.1"
"plot.ridgelm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"polr","closure","function","TRUE","FALSE","(formula, data = NULL, weights, start, ..., subset,     na.action = na.fail, contrasts = NULL, Hess = FALSE) ","MASS","recommended","1.6.1"
"predict.lda","closure","function","TRUE","FALSE","(object, newdata, prior = object$prior, dimen, method = c(""plug-in"",     ""predictive"", ""debiased""), ...) ","MASS","recommended","1.6.1"
"predict.mca","closure","function","TRUE","FALSE","(object, newdata, type = c(""row"", ""factor""), ...) ","MASS","recommended","1.6.1"
"predict.polr","closure","function","TRUE","FALSE","(object, newdata, type = c(""class"", ""probs""), ...) ","MASS","recommended","1.6.1"
"predict.qda","closure","function","TRUE","FALSE","(object, newdata, prior = object$prior, method = c(""plug-in"",     ""predictive"", ""debiased"", ""looCV""), ...) ","MASS","recommended","1.6.1"
"print.Anova","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.abbrev","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.anova.loglm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.correspondence","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.fitdistr","closure","function","TRUE","FALSE","(x, digits = getOption(""digits""), ...) ","MASS","recommended","1.6.1"
"print.fractions","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.gamma.shape","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.glm.dose","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.lda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.loglm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.mca","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.polr","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.qda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.ridgelm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.rlm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.rms.curv","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.summary.loglm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.summary.negbin","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"print.summary.polr","closure","function","TRUE","FALSE","(x, digits = x$digits, ...) ","MASS","recommended","1.6.1"
"print.summary.rlm","closure","function","TRUE","FALSE","(x, digits = max(3, .Options$digits - 3), ...) ","MASS","recommended","1.6.1"
"profile.glm","closure","function","TRUE","FALSE","(fitted, which = 1:p, alpha = 0.01, maxsteps = 10, del = zmax/5,     trace = FALSE, ...) ","MASS","recommended","1.6.1"
"psi.bisquare","closure","function","TRUE","FALSE","(u, c = 4.685, deriv = 0) ","MASS","recommended","1.6.1"
"psi.hampel","closure","function","TRUE","FALSE","(u, a = 2, b = 4, c = 8, deriv = 0) ","MASS","recommended","1.6.1"
"psi.huber","closure","function","TRUE","FALSE","(u, k = 1.345, deriv = 0) ","MASS","recommended","1.6.1"
"qda","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"qda.data.frame","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"qda.default","closure","function","TRUE","FALSE","(x, grouping, prior = proportions, method = c(""moment"",     ""mle"", ""mve"", ""t""), CV = FALSE, nu = 5, ...) ","MASS","recommended","1.6.1"
"qda.formula","closure","function","TRUE","FALSE","(formula, data = NULL, ..., subset, na.action = na.fail) ","MASS","recommended","1.6.1"
"qda.matrix","closure","function","TRUE","FALSE","(x, grouping, ..., subset, na.action = na.fail) ","MASS","recommended","1.6.1"
"rational","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"renumerate","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"renumerate.formula","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"residuals.loglm","closure","function","TRUE","FALSE","(object, type = c(""deviance"", ""pearson"", ""response""),     ...) ","MASS","recommended","1.6.1"
"rlm","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"rlm.default","closure","function","TRUE","FALSE","(x, y, weights, ..., w = rep(1, nrow(x)), init = ""ls"",     psi = psi.huber, scale.est = c(""MAD"", ""Huber"", ""proposal 2""),     k2 = 1.345, method = c(""M"", ""MM""), wt.method = c(""case"",         ""inv.var""), maxit = 20, acc = 1e-04, test.vec = ""resid"") ","MASS","recommended","1.6.1"
"rlm.formula","closure","function","TRUE","FALSE","(x, data = NULL, weights, ..., subset, na.action = na.fail,     method = c(""M"", ""MM"", ""model.frame""), wt.method = c(""case"",         ""inv.var""), model = TRUE, x.ret = TRUE, y.ret = FALSE,     contrasts = NULL) ","MASS","recommended","1.6.1"
"rms.curv","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","1.6.1"
"rnegbin","closure","function","TRUE","FALSE","(n, mu = n, theta = stop(""theta must be given"")) ","MASS","recommended","1.6.1"
"sammon","closure","function","TRUE","FALSE","(d, y = cmdscale(d, k), k = 2, niter = 100, trace = TRUE,     magic = 0.2, tol = 1e-04) ","MASS","recommended","1.6.1"
"select","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","1.6.1"
"select.ridgelm","closure","function","TRUE","FALSE","(obj) ","MASS","recommended","1.6.1"
"stdres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","1.6.1"
"stepAIC","closure","function","TRUE","FALSE","(object, scope, scale = 0, direction = c(""both"", ""backward"",     ""forward""), trace = 1, keep = NULL, steps = 1000, use.start = FALSE,     k = 2, ...) ","MASS","recommended","1.6.1"
"studres","closure","function","TRUE","FALSE","(object) ","MASS","recommended","1.6.1"
"summary.loglm","closure","function","TRUE","FALSE","(object, fitted = FALSE, ...) ","MASS","recommended","1.6.1"
"summary.negbin","closure","function","TRUE","FALSE","(object, dispersion = 1, correlation = TRUE, ...) ","MASS","recommended","1.6.1"
"summary.polr","closure","function","TRUE","FALSE","(object, digits = max(3, .Options$digits - 3), correlation = FALSE,     ...) ","MASS","recommended","1.6.1"
"summary.rlm","closure","function","TRUE","FALSE","(object, method = c(""XtX"", ""XtWX""), correlation = TRUE,     ...) ","MASS","recommended","1.6.1"
"t.fractions","closure","function","TRUE","FALSE","(x) ","MASS","recommended","1.6.1"
"terms.gls","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"terms.lme","closure","function","TRUE","FALSE","(x, ...) ","MASS","recommended","1.6.1"
"theta.md","closure","function","TRUE","FALSE","(y, u, dfr, limit = 20, eps = .Machine$double.eps^0.25) ","MASS","recommended","1.6.1"
"theta.ml","closure","function","TRUE","FALSE","(y, mu, n = length(y), limit = 10, eps = .Machine$double.eps^0.25,     trace = FALSE) ","MASS","recommended","1.6.1"
"theta.mm","closure","function","TRUE","FALSE","(y, u, dfr, limit = 10, eps = .Machine$double.eps^0.25) ","MASS","recommended","1.6.1"
"truehist","closure","function","TRUE","FALSE","(data, nbins = ""Scott"", h, x0 = -h/1000, breaks, prob = TRUE,     xlim = range(breaks), ymax = max(est), col = 5, xlab = deparse(substitute(data)),     bty = ""n"", ...) ","MASS","recommended","1.6.1"
"ucv","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax) ","MASS","recommended","1.6.1"
"update.loglm","closure","function","TRUE","FALSE","(object, formula, ...) ","MASS","recommended","1.6.1"
"vcov.polr","closure","function","TRUE","FALSE","(object, ...) ","MASS","recommended","1.6.1"
"width.SJ","closure","function","TRUE","FALSE","(x, nb = 1000, lower = 0.1 * hmax, upper = hmax, method = c(""ste"",     ""dpi"")) ","MASS","recommended","1.6.1"
"write.matrix","closure","function","TRUE","FALSE","(x, file = """", sep = "" "", blocksize) ","MASS","recommended","1.6.1"
"!","builtin","function","TRUE","NA","","base","base","1.6.1"
"!=","builtin","function","TRUE","NA","","base","base","1.6.1"
"$","special","function","TRUE","NA","","base","base","1.6.1"
"$<-","special","function","TRUE","NA","","base","base","1.6.1"
"%%","builtin","function","TRUE","NA","","base","base","1.6.1"
"%*%","builtin","function","TRUE","NA","","base","base","1.6.1"
"%/%","builtin","function","TRUE","NA","","base","base","1.6.1"
"%in%","closure","function","TRUE","FALSE","(x, table) ","base","base","1.6.1"
"%o%","closure","function","TRUE","FALSE","(X, Y, FUN = ""*"", ...) ","base","base","1.6.1"
"%x%","closure","function","TRUE","FALSE","(X, Y, FUN = ""*"", make.dimnames = FALSE, ...) ","base","base","1.6.1"
"&","builtin","function","TRUE","NA","","base","base","1.6.1"
"&&","special","function","TRUE","NA","","base","base","1.6.1"
"(","builtin","function","TRUE","NA","","base","base","1.6.1"
"*","builtin","function","TRUE","NA","","base","base","1.6.1"
"+","builtin","function","TRUE","NA","","base","base","1.6.1"
"+.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","1.6.1"
"-","builtin","function","TRUE","NA","","base","base","1.6.1"
"-.POSIXct","closure","function","TRUE","FALSE","(e1, e2) ","base","base","1.6.1"
"-.POSIXlt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","1.6.1"
"-.POSIXt","closure","function","TRUE","FALSE","(e1, e2) ","base","base","1.6.1"
".Alias","closure","function","TRUE","FALSE","(...) ","base","base","1.6.1"
".AutoloadEnv","environment","environment","TRUE","FALSE","NA","base","base","1.6.1"
".BaseNamespaceEnv","environment","environment","TRUE","FALSE","NA","base","base","1.6.1"
".C","builtin","function","TRUE","NA","","base","base","1.6.1"
".Call","builtin","function","TRUE","NA","","base","base","1.6.1"
".Call.graphics","builtin","function","TRUE","NA","","base","base","1.6.1"
".Defunct","closure","function","TRUE","FALSE","() ","base","base","1.6.1"
".Deprecated","closure","function","TRUE","FALSE","(new) ","base","base","1.6.1"
".Device","character","character","TRUE","FALSE","NA","base","base","1.6.1"
".Devices","pairlist","pairlist","TRUE","FALSE","NA","base","base","1.6.1"
".External","builtin","function","TRUE","NA","","base","base","1.6.1"
